Lands,Land_location,Land_area,Special_location,Soil_type,Utilities_Availability,Pollution,Land_price
Land_1199,Fifth settlement,162.0,No,Gravel,Yes,Low,10560001
Land_1200,Fifth settlement,163.0,No,Gravel,Yes,Low,10560002
Land_1201,Fifth settlement,164.0,No,Gravel,Yes,Low,10560003
Land_1202,Fifth settlement,165.0,No,Gravel,Yes,Low,10560004
Land_1203,Fifth settlement,166.0,No,Gravel,Yes,Low,10560005
Land_1204,Fifth settlement,167.0,No,Gravel,Yes,Low,10560006
Land_1205,Fifth settlement,168.0,No,Gravel,Yes,Low,10560007
Land_1206,Fifth settlement,169.0,No,Gravel,Yes,Low,10560008
Land_1207,Fifth settlement,170.0,No,Gravel,Yes,Low,10560009
Land_1208,Fifth settlement,171.0,No,Gravel,Yes,Low,10560010
Land_1209,Fifth settlement,172.0,No,Gravel,Yes,Low,10560011
Land_1210,Fifth settlement,173.0,No,Gravel,Yes,Low,10560012
Land_1211,Fifth settlement,174.0,No,Gravel,Yes,Low,10560013
Land_1212,Fifth settlement,175.0,No,Gravel,Yes,Low,10560014
Land_1213,Fifth settlement,176.0,No,Gravel,Yes,Low,10560015
Land_1214,Fifth settlement,177.0,No,Gravel,Yes,Low,10560016
Land_1215,Fifth settlement,178.0,No,Gravel,Yes,Low,10560017
Land_1216,Fifth settlement,179.0,No,Gravel,Yes,Low,10560018
Land_1217,Fifth settlement,180.0,No,Gravel,Yes,Low,10560019
Land_1218,Fifth settlement,181.0,No,Gravel,Yes,Low,10560020
Land_1219,Fifth settlement,302.0,No,Clay,Yes,High,10400000
Land_1220,Fifth settlement,303.0,No,Clay,Yes,High,10400001
Land_1221,Fifth settlement,304.0,No,Clay,Yes,High,10400002
Land_1222,Fifth settlement,305.0,No,Clay,Yes,High,10400003
Land_1223,Fifth settlement,306.0,No,Clay,Yes,High,10400004
Land_1224,Fifth settlement,307.0,No,Clay,Yes,High,10400005
Land_1225,Fifth settlement,308.0,No,Clay,Yes,High,10400006
Land_1226,Fifth settlement,309.0,No,Clay,Yes,High,10400007
Land_1227,Fifth settlement,310.0,No,Clay,Yes,High,10400008
Land_1228,Fifth settlement,311.0,No,Clay,Yes,High,10400009
Land_1229,Fifth settlement,312.0,No,Clay,Yes,High,10400010
Land_1230,Fifth settlement,313.0,No,Clay,Yes,High,10400011
Land_1231,Fifth settlement,314.0,No,Clay,Yes,High,10400012
Land_1232,Fifth settlement,315.0,No,Clay,Yes,High,10400013
Land_1233,Fifth settlement,316.0,No,Clay,Yes,High,10400014
Land_1234,Fifth settlement,317.0,No,Clay,Yes,High,10400015
Land_1235,Fifth settlement,318.0,No,Clay,Yes,High,10400016
Land_1236,Fifth settlement,319.0,No,Clay,Yes,High,10400017
Land_1237,Fifth settlement,320.0,No,Clay,Yes,High,10400018
Land_1238,Fifth settlement,321.0,No,Clay,Yes,High,10400019
Land_1239,Fifth settlement,322.0,No,Clay,Yes,High,10400020
Land_1240,Fifth settlement,287.0,No,Gravel,No,Medium,8700000
Land_1241,Fifth settlement,288.0,No,Gravel,No,Medium,8700001
Land_1242,Fifth settlement,289.0,No,Gravel,No,Medium,8700002
Land_1243,Fifth settlement,290.0,No,Gravel,No,Medium,8700003
Land_1244,Fifth settlement,291.0,No,Gravel,No,Medium,8700004
Land_1245,Fifth settlement,292.0,No,Gravel,No,Medium,8700005
Land_1246,Fifth settlement,293.0,No,Gravel,No,Medium,8700006
Land_1247,Fifth settlement,294.0,No,Gravel,No,Medium,8700007
Land_1248,Fifth settlement,295.0,No,Gravel,No,Medium,8700008
Land_1249,Fifth settlement,296.0,No,Gravel,No,Medium,8700009
Land_1250,Fifth settlement,297.0,No,Gravel,No,Medium,8700010
Land_1251,Fifth settlement,298.0,No,Gravel,No,Medium,8700011
Land_1252,Fifth settlement,299.0,No,Gravel,No,Medium,8700012
Land_1253,Fifth settlement,300.0,No,Gravel,No,Medium,8700013
Land_1254,Fifth settlement,301.0,No,Gravel,No,Medium,8700014
Land_1255,Fifth settlement,302.0,No,Gravel,No,Medium,8700015
Land_1256,Fifth settlement,303.0,No,Gravel,No,Medium,8700016
Land_1257,Fifth settlement,304.0,No,Gravel,No,Medium,8700017
Land_1258,Fifth settlement,305.0,No,Gravel,No,Medium,8700018
Land_1259,Fifth settlement,306.0,No,Gravel,No,Medium,8700019
Land_1260,Fifth settlement,307.0,No,Gravel,No,Medium,8700020
Land_1261,6 of october,650.0,No,Loam,No,Medium,3500000
Land_1262,6 of october,651.0,No,Loam,No,Medium,3500001
Land_1263,6 of october,652.0,No,Loam,No,Medium,3500002
Land_1264,6 of october,653.0,No,Loam,No,Medium,3500003
Land_1265,6 of october,654.0,No,Loam,No,Medium,3500004
Land_1266,6 of october,655.0,No,Loam,No,Medium,3500005
Land_1267,6 of october,656.0,No,Loam,No,Medium,3500006
Land_1268,6 of october,657.0,No,Loam,No,Medium,3500007
Land_1269,6 of october,658.0,No,Loam,No,Medium,3500008
Land_1270,6 of october,659.0,No,Loam,No,Medium,3500009
Land_1271,6 of october,660.0,No,Loam,No,Medium,3500010
Land_1272,6 of october,661.0,No,Loam,No,Medium,3500011
Land_1273,6 of october,662.0,No,Loam,No,Medium,3500012
Land_1274,6 of october,663.0,No,Loam,No,Medium,3500013
Land_1275,6 of october,664.0,No,Loam,No,Medium,3500014
Land_1276,6 of october,665.0,No,Loam,No,Medium,3500015
Land_1277,6 of october,666.0,No,Loam,No,Medium,3500016
Land_1278,6 of october,667.0,No,Loam,No,Medium,3500017
Land_1279,6 of october,668.0,No,Loam,No,Medium,3500018
Land_1280,6 of october,669.0,No,Loam,No,Medium,3500019
Land_1281,6 of october,670.0,No,Loam,No,Medium,3500020
Land_1282,6 of october,2803.0,No,Loam,No,Low,4600000
Land_1283,6 of october,2804.0,No,Loam,No,Low,4600001
Land_1284,6 of october,2805.0,No,Loam,No,Low,4600002
Land_1285,6 of october,2806.0,No,Loam,No,Low,4600003
Land_1286,6 of october,2807.0,No,Loam,No,Low,4600004
Land_1287,6 of october,2808.0,No,Loam,No,Low,4600005
Land_1288,6 of october,2809.0,No,Loam,No,Low,4600006
Land_1289,6 of october,2810.0,No,Loam,No,Low,4600007
Land_1290,6 of october,2811.0,No,Loam,No,Low,4600008
Land_1291,6 of october,2812.0,No,Loam,No,Low,4600009
Land_1292,6 of october,2813.0,No,Loam,No,Low,4600010
Land_1293,6 of october,2814.0,No,Loam,No,Low,4600011
Land_1294,6 of october,2815.0,No,Loam,No,Low,4600012
Land_1295,6 of october,2816.0,No,Loam,No,Low,4600013
Land_1296,6 of october,2817.0,No,Loam,No,Low,4600014
Land_1297,6 of october,2818.0,No,Loam,No,Low,4600015
Land_1298,6 of october,2819.0,No,Loam,No,Low,4600016
Land_1299,6 of october,2820.0,No,Loam,No,Low,4600017
Land_1300,6 of october,2821.0,No,Loam,No,Low,4600018
Land_1301,6 of october,2822.0,No,Loam,No,Low,4600019
Land_1302,6 of october,2823.0,No,Loam,No,Low,4600020
Land_1303,6 of october,500.0,Yes,Gravel,No,High,15000000
Land_1304,6 of october,501.0,Yes,Gravel,No,High,15000001
Land_1305,6 of october,502.0,Yes,Gravel,No,High,15000002
Land_1306,6 of october,503.0,Yes,Gravel,No,High,15000003
Land_1307,6 of october,504.0,Yes,Gravel,No,High,15000004
Land_1308,6 of october,505.0,Yes,Gravel,No,High,15000005
Land_1309,6 of october,506.0,Yes,Gravel,No,High,15000006
Land_1310,6 of october,507.0,Yes,Gravel,No,High,15000007
Land_1311,6 of october,508.0,Yes,Gravel,No,High,15000008
Land_1312,6 of october,509.0,Yes,Gravel,No,High,15000009
Land_1313,6 of october,510.0,Yes,Gravel,No,High,15000010
Land_1314,6 of october,511.0,Yes,Gravel,No,High,15000011
Land_1315,6 of october,512.0,Yes,Gravel,No,High,15000012
Land_1316,6 of october,513.0,Yes,Gravel,No,High,15000013
Land_1317,6 of october,514.0,Yes,Gravel,No,High,15000014
Land_1318,6 of october,515.0,Yes,Gravel,No,High,15000015
Land_1319,6 of october,516.0,Yes,Gravel,No,High,15000016
Land_1320,6 of october,517.0,Yes,Gravel,No,High,15000017
Land_1321,6 of october,518.0,Yes,Gravel,No,High,15000018
Land_1322,6 of october,519.0,Yes,Gravel,No,High,15000019
Land_1323,6 of october,520.0,Yes,Gravel,No,High,15000020
Land_1324,6 of october,622.0,No,Clay,No,Medium,2900000
Land_1325,6 of october,623.0,No,Clay,No,Medium,2900001
Land_1326,6 of october,624.0,No,Clay,No,Medium,2900002
Land_1327,6 of october,625.0,No,Clay,No,Medium,2900003
Land_1328,6 of october,626.0,No,Clay,No,Medium,2900004
Land_1329,6 of october,627.0,No,Clay,No,Medium,2900005
Land_1330,6 of october,628.0,No,Clay,No,Medium,2900006
Land_1331,6 of october,629.0,No,Clay,No,Medium,2900007
Land_1332,6 of october,630.0,No,Clay,No,Medium,2900008
Land_1333,6 of october,631.0,No,Clay,No,Medium,2900009
Land_1334,6 of october,632.0,No,Clay,No,Medium,2900010
Land_1335,6 of october,633.0,No,Clay,No,Medium,2900011
Land_1336,6 of october,634.0,No,Clay,No,Medium,2900012
Land_1337,6 of october,635.0,No,Clay,No,Medium,2900013
Land_1338,6 of october,636.0,No,Clay,No,Medium,2900014
Land_1339,6 of october,637.0,No,Clay,No,Medium,2900015
Land_1340,6 of october,638.0,No,Clay,No,Medium,2900016
Land_1341,6 of october,639.0,No,Clay,No,Medium,2900017
Land_1342,6 of october,640.0,No,Clay,No,Medium,2900018
Land_1343,6 of october,641.0,No,Clay,No,Medium,2900019
Land_1344,6 of october,642.0,No,Clay,No,Medium,2900020
Land_1345,6 of october,372.0,Yes,Gravel,No,Low,7950000
Land_1346,6 of october,373.0,Yes,Gravel,No,Low,7950001
Land_1347,6 of october,374.0,Yes,Gravel,No,Low,7950002
Land_1348,6 of october,375.0,Yes,Gravel,No,Low,7950003
Land_1349,6 of october,376.0,Yes,Gravel,No,Low,7950004
Land_1350,6 of october,377.0,Yes,Gravel,No,Low,7950005
Land_1351,6 of october,378.0,Yes,Gravel,No,Low,7950006
Land_1352,6 of october,379.0,Yes,Gravel,No,Low,7950007
Land_1353,6 of october,380.0,Yes,Gravel,No,Low,7950008
Land_1354,6 of october,381.0,Yes,Gravel,No,Low,7950009
Land_1355,6 of october,382.0,Yes,Gravel,No,Low,7950010
Land_1356,6 of october,383.0,Yes,Gravel,No,Low,7950011
Land_1357,6 of october,384.0,Yes,Gravel,No,Low,7950012
Land_1358,6 of october,385.0,Yes,Gravel,No,Low,7950013
Land_1359,6 of october,386.0,Yes,Gravel,No,Low,7950014
Land_1360,6 of october,387.0,Yes,Gravel,No,Low,7950015
Land_1361,6 of october,388.0,Yes,Gravel,No,Low,7950016
Land_1362,6 of october,389.0,Yes,Gravel,No,Low,7950017
Land_1363,6 of october,390.0,Yes,Gravel,No,Low,7950018
Land_1364,6 of october,391.0,Yes,Gravel,No,Low,7950019
Land_1365,6 of october,392.0,Yes,Gravel,No,Low,7950020
Land_1366,6 of october,200.0,Yes,Gravel,Yes,Low,2500000
Land_1367,6 of october,201.0,Yes,Gravel,Yes,Low,2500001
Land_1368,6 of october,202.0,Yes,Gravel,Yes,Low,2500002
Land_1369,6 of october,203.0,Yes,Gravel,Yes,Low,2500003
Land_1370,6 of october,204.0,Yes,Gravel,Yes,Low,2500004
Land_1371,6 of october,205.0,Yes,Gravel,Yes,Low,2500005
Land_1372,6 of october,206.0,Yes,Gravel,Yes,Low,2500006
Land_1373,6 of october,207.0,Yes,Gravel,Yes,Low,2500007
Land_1374,6 of october,208.0,Yes,Gravel,Yes,Low,2500008
Land_1375,6 of october,209.0,Yes,Gravel,Yes,Low,2500009
Land_1376,6 of october,210.0,Yes,Gravel,Yes,Low,2500010
Land_1377,6 of october,211.0,Yes,Gravel,Yes,Low,2500011
Land_1378,6 of october,212.0,Yes,Gravel,Yes,Low,2500012
Land_1379,6 of october,213.0,Yes,Gravel,Yes,Low,2500013
Land_1380,6 of october,214.0,Yes,Gravel,Yes,Low,2500014
Land_1381,6 of october,215.0,Yes,Gravel,Yes,Low,2500015
Land_1382,6 of october,216.0,Yes,Gravel,Yes,Low,2500016
Land_1383,6 of october,217.0,Yes,Gravel,Yes,Low,2500017
Land_1384,6 of october,218.0,Yes,Gravel,Yes,Low,2500018
Land_1385,6 of october,219.0,Yes,Gravel,Yes,Low,2500019
Land_1386,6 of october,220.0,Yes,Gravel,Yes,Low,2500020
Land_1387,6 of october,100500.0,No,Clay,No,Low,55000000
Land_1388,6 of october,100501.0,No,Clay,No,Low,55000001
Land_1389,6 of october,100502.0,No,Clay,No,Low,55000002
Land_1390,6 of october,100503.0,No,Clay,No,Low,55000003
Land_1391,6 of october,100504.0,No,Clay,No,Low,55000004
Land_1392,6 of october,100505.0,No,Clay,No,Low,55000005
Land_1393,6 of october,100506.0,No,Clay,No,Low,55000006
Land_1394,6 of october,100507.0,No,Clay,No,Low,55000007
Land_1395,6 of october,100508.0,No,Clay,No,Low,55000008
Land_1396,6 of october,100509.0,No,Clay,No,Low,55000009
Land_1397,6 of october,100510.0,No,Clay,No,Low,55000010
Land_1398,6 of october,100511.0,No,Clay,No,Low,55000011
Land_1399,6 of october,100512.0,No,Clay,No,Low,55000012
Land_1400,6 of october,100513.0,No,Clay,No,Low,55000013
Land_1401,6 of october,100514.0,No,Clay,No,Low,55000014
Land_1402,6 of october,100515.0,No,Clay,No,Low,55000015
Land_1403,6 of october,100516.0,No,Clay,No,Low,55000016
Land_1404,6 of october,100517.0,No,Clay,No,Low,55000017
Land_1405,6 of october,100518.0,No,Clay,No,Low,55000018
Land_1406,6 of october,100519.0,No,Clay,No,Low,55000019
Land_1407,6 of october,100520.0,No,Clay,No,Low,55000020
Land_1408,6 of october,780.0,No,Clay,No,Medium,7200000
Land_1409,6 of october,781.0,No,Clay,No,Medium,7200001
Land_1410,6 of october,782.0,No,Clay,No,Medium,7200002
Land_1411,6 of october,783.0,No,Clay,No,Medium,7200003
Land_1412,6 of october,784.0,No,Clay,No,Medium,7200004
Land_1413,6 of october,785.0,No,Clay,No,Medium,7200005
Land_1414,6 of october,786.0,No,Clay,No,Medium,7200006
Land_1415,6 of october,787.0,No,Clay,No,Medium,7200007
Land_1416,6 of october,788.0,No,Clay,No,Medium,7200008
Land_1417,6 of october,789.0,No,Clay,No,Medium,7200009
Land_1418,6 of october,790.0,No,Clay,No,Medium,7200010
Land_1419,6 of october,791.0,No,Clay,No,Medium,7200011
Land_1420,6 of october,792.0,No,Clay,No,Medium,7200012
Land_1421,6 of october,793.0,No,Clay,No,Medium,7200013
Land_1422,6 of october,794.0,No,Clay,No,Medium,7200014
Land_1423,6 of october,795.0,No,Clay,No,Medium,7200015
Land_1424,6 of october,796.0,No,Clay,No,Medium,7200016
Land_1425,6 of october,797.0,No,Clay,No,Medium,7200017
Land_1426,6 of october,798.0,No,Clay,No,Medium,7200018
Land_1427,6 of october,799.0,No,Clay,No,Medium,7200019
Land_1428,6 of october,800.0,No,Clay,No,Medium,7200020
Land_1429,6 of october,325.0,Yes,Loam,No,Medium,23000000
Land_1430,6 of october,326.0,Yes,Loam,No,Medium,23000001
Land_1431,6 of october,327.0,Yes,Loam,No,Medium,23000002
Land_1432,6 of october,328.0,Yes,Loam,No,Medium,23000003
Land_1433,6 of october,329.0,Yes,Loam,No,Medium,23000004
Land_1434,6 of october,330.0,Yes,Loam,No,Medium,23000005
Land_1435,6 of october,331.0,Yes,Loam,No,Medium,23000006
Land_1436,6 of october,332.0,Yes,Loam,No,Medium,23000007
Land_1437,6 of october,333.0,Yes,Loam,No,Medium,23000008
Land_1438,6 of october,334.0,Yes,Loam,No,Medium,23000009
Land_1439,6 of october,335.0,Yes,Loam,No,Medium,23000010
Land_1440,6 of october,336.0,Yes,Loam,No,Medium,23000011
Land_1441,6 of october,337.0,Yes,Loam,No,Medium,23000012
Land_1442,6 of october,338.0,Yes,Loam,No,Medium,23000013
Land_1443,6 of october,339.0,Yes,Loam,No,Medium,23000014
Land_1444,6 of october,340.0,Yes,Loam,No,Medium,23000015
Land_1445,6 of october,341.0,Yes,Loam,No,Medium,23000016
Land_1446,6 of october,342.0,Yes,Loam,No,Medium,23000017
Land_1447,6 of october,343.0,Yes,Loam,No,Medium,23000018
Land_1448,6 of october,344.0,Yes,Loam,No,Medium,23000019
Land_1449,6 of october,345.0,Yes,Loam,No,Medium,23000020
Land_1450,6 of october,540.0,Yes,Loam,Yes,Medium,18500000
Land_1451,6 of october,541.0,Yes,Loam,Yes,Medium,18500001
Land_1452,6 of october,542.0,Yes,Loam,Yes,Medium,18500002
Land_1453,6 of october,543.0,Yes,Loam,Yes,Medium,18500003
Land_1454,6 of october,544.0,Yes,Loam,Yes,Medium,18500004
Land_1455,6 of october,545.0,Yes,Loam,Yes,Medium,18500005
Land_1456,6 of october,546.0,Yes,Loam,Yes,Medium,18500006
Land_1457,6 of october,547.0,Yes,Loam,Yes,Medium,18500007
Land_1458,6 of october,548.0,Yes,Loam,Yes,Medium,18500008
Land_1459,6 of october,549.0,Yes,Loam,Yes,Medium,18500009
Land_1460,6 of october,550.0,Yes,Loam,Yes,Medium,18500010
Land_1461,6 of october,551.0,Yes,Loam,Yes,Medium,18500011
Land_1462,6 of october,552.0,Yes,Loam,Yes,Medium,18500012
Land_1463,6 of october,553.0,Yes,Loam,Yes,Medium,18500013
Land_1464,6 of october,554.0,Yes,Loam,Yes,Medium,18500014
Land_1465,6 of october,555.0,Yes,Loam,Yes,Medium,18500015
Land_1466,6 of october,556.0,Yes,Loam,Yes,Medium,18500016
Land_1467,6 of october,557.0,Yes,Loam,Yes,Medium,18500017
Land_1468,6 of october,558.0,Yes,Loam,Yes,Medium,18500018
Land_1469,6 of october,559.0,Yes,Loam,Yes,Medium,18500019
Land_1470,6 of october,560.0,Yes,Loam,Yes,Medium,18500020
Land_1471,6 of october,12000.0,No,Clay,Yes,High,25000000
Land_1472,6 of october,12001.0,No,Clay,Yes,High,25000001
Land_1473,6 of october,12002.0,No,Clay,Yes,High,25000002
Land_1474,6 of october,12003.0,No,Clay,Yes,High,25000003
Land_1475,6 of october,12004.0,No,Clay,Yes,High,25000004
Land_1476,6 of october,12005.0,No,Clay,Yes,High,25000005
Land_1477,6 of october,12006.0,No,Clay,Yes,High,25000006
Land_1478,6 of october,12007.0,No,Clay,Yes,High,25000007
Land_1479,6 of october,12008.0,No,Clay,Yes,High,25000008
Land_1480,6 of october,12009.0,No,Clay,Yes,High,25000009
Land_1481,6 of october,12010.0,No,Clay,Yes,High,25000010
Land_1482,6 of october,12011.0,No,Clay,Yes,High,25000011
Land_1483,6 of october,12012.0,No,Clay,Yes,High,25000012
Land_1484,6 of october,12013.0,No,Clay,Yes,High,25000013
Land_1485,6 of october,12014.0,No,Clay,Yes,High,25000014
Land_1486,6 of october,12015.0,No,Clay,Yes,High,25000015
Land_1487,6 of october,12016.0,No,Clay,Yes,High,25000016
Land_1488,6 of october,12017.0,No,Clay,Yes,High,25000017
Land_1489,6 of october,12018.0,No,Clay,Yes,High,25000018
Land_1490,6 of october,12019.0,No,Clay,Yes,High,25000019
Land_1491,6 of october,12020.0,No,Clay,Yes,High,25000020
Land_1492,6 of october,620.0,No,Clay,No,High,4500000
Land_1493,6 of october,621.0,No,Clay,No,High,4500001
Land_1494,6 of october,622.0,No,Clay,No,High,4500002
Land_1495,6 of october,623.0,No,Clay,No,High,4500003
Land_1496,6 of october,624.0,No,Clay,No,High,4500004
Land_1497,6 of october,625.0,No,Clay,No,High,4500005
Land_1498,6 of october,626.0,No,Clay,No,High,4500006
Land_1499,6 of october,627.0,No,Clay,No,High,4500007
Land_1500,6 of october,628.0,No,Clay,No,High,4500008
Land_1501,6 of october,629.0,No,Clay,No,High,4500009
Land_1502,6 of october,630.0,No,Clay,No,High,4500010
Land_1503,6 of october,631.0,No,Clay,No,High,4500011
Land_1504,6 of october,632.0,No,Clay,No,High,4500012
Land_1505,6 of october,633.0,No,Clay,No,High,4500013
Land_1506,6 of october,634.0,No,Clay,No,High,4500014
Land_1507,6 of october,635.0,No,Clay,No,High,4500015
Land_1508,6 of october,636.0,No,Clay,No,High,4500016
Land_1509,6 of october,637.0,No,Clay,No,High,4500017
Land_1510,6 of october,638.0,No,Clay,No,High,4500018
Land_1511,6 of october,639.0,No,Clay,No,High,4500019
Land_1512,6 of october,640.0,No,Clay,No,High,4500020
Land_1513,6 of october,445.0,No,Clay,Yes,Low,13000000
Land_1514,6 of october,446.0,No,Clay,Yes,Low,13000001
Land_1515,6 of october,447.0,No,Clay,Yes,Low,13000002
Land_1516,6 of october,448.0,No,Clay,Yes,Low,13000003
Land_1517,6 of october,449.0,No,Clay,Yes,Low,13000004
Land_1518,6 of october,450.0,No,Clay,Yes,Low,13000005
Land_1519,6 of october,451.0,No,Clay,Yes,Low,13000006
Land_1520,6 of october,452.0,No,Clay,Yes,Low,13000007
Land_1521,6 of october,453.0,No,Clay,Yes,Low,13000008
Land_1522,6 of october,454.0,No,Clay,Yes,Low,13000009
Land_1523,6 of october,455.0,No,Clay,Yes,Low,13000010
Land_1524,6 of october,456.0,No,Clay,Yes,Low,13000011
Land_1525,6 of october,457.0,No,Clay,Yes,Low,13000012
Land_1526,6 of october,458.0,No,Clay,Yes,Low,13000013
Land_1527,6 of october,459.0,No,Clay,Yes,Low,13000014
Land_1528,6 of october,460.0,No,Clay,Yes,Low,13000015
Land_1529,6 of october,461.0,No,Clay,Yes,Low,13000016
Land_1530,6 of october,462.0,No,Clay,Yes,Low,13000017
Land_1531,6 of october,463.0,No,Clay,Yes,Low,13000018
Land_1532,6 of october,464.0,No,Clay,Yes,Low,13000019
Land_1533,6 of october,465.0,No,Clay,Yes,Low,13000020
Land_1534,6 of october,540.0,Yes,Loam,Yes,Low,35000000
Land_1535,6 of october,541.0,Yes,Loam,Yes,Low,35000001
Land_1536,6 of october,542.0,Yes,Loam,Yes,Low,35000002
Land_1537,6 of october,543.0,Yes,Loam,Yes,Low,35000003
Land_1538,6 of october,544.0,Yes,Loam,Yes,Low,35000004
Land_1539,6 of october,545.0,Yes,Loam,Yes,Low,35000005
Land_1540,6 of october,546.0,Yes,Loam,Yes,Low,35000006
Land_1541,6 of october,547.0,Yes,Loam,Yes,Low,35000007
Land_1542,6 of october,548.0,Yes,Loam,Yes,Low,35000008
Land_1543,6 of october,549.0,Yes,Loam,Yes,Low,35000009
Land_1544,6 of october,550.0,Yes,Loam,Yes,Low,35000010
Land_1545,6 of october,551.0,Yes,Loam,Yes,Low,35000011
Land_1546,6 of october,552.0,Yes,Loam,Yes,Low,35000012
Land_1547,6 of october,553.0,Yes,Loam,Yes,Low,35000013
Land_1548,6 of october,554.0,Yes,Loam,Yes,Low,35000014
Land_1549,6 of october,555.0,Yes,Loam,Yes,Low,35000015
Land_1550,6 of october,556.0,Yes,Loam,Yes,Low,35000016
Land_1551,6 of october,557.0,Yes,Loam,Yes,Low,35000017
Land_1552,6 of october,558.0,Yes,Loam,Yes,Low,35000018
Land_1553,6 of october,559.0,Yes,Loam,Yes,Low,35000019
Land_1554,6 of october,560.0,Yes,Loam,Yes,Low,35000020
Land_1555,6 of october,150.0,Yes,Gravel,No,High,22500000
Land_1556,6 of october,151.0,Yes,Gravel,No,High,22500001
Land_1557,6 of october,152.0,Yes,Gravel,No,High,22500002
Land_1558,6 of october,153.0,Yes,Gravel,No,High,22500003
Land_1559,6 of october,154.0,Yes,Gravel,No,High,22500004
Land_1560,6 of october,155.0,Yes,Gravel,No,High,22500005
Land_1561,6 of october,156.0,Yes,Gravel,No,High,22500006
Land_1562,6 of october,157.0,Yes,Gravel,No,High,22500007
Land_1563,6 of october,158.0,Yes,Gravel,No,High,22500008
Land_1564,6 of october,159.0,Yes,Gravel,No,High,22500009
Land_1565,6 of october,160.0,Yes,Gravel,No,High,22500010
Land_1566,6 of october,161.0,Yes,Gravel,No,High,22500011
Land_1567,6 of october,162.0,Yes,Gravel,No,High,22500012
Land_1568,6 of october,163.0,Yes,Gravel,No,High,22500013
Land_1569,6 of october,164.0,Yes,Gravel,No,High,22500014
Land_1570,6 of october,165.0,Yes,Gravel,No,High,22500015
Land_1571,6 of october,166.0,Yes,Gravel,No,High,22500016
Land_1572,6 of october,167.0,Yes,Gravel,No,High,22500017
Land_1573,6 of october,168.0,Yes,Gravel,No,High,22500018
Land_1574,6 of october,169.0,Yes,Gravel,No,High,22500019
Land_1575,6 of october,170.0,Yes,Gravel,No,High,22500020
Land_1576,6 of october,450.0,No,Loam,Yes,High,3500000
Land_1577,6 of october,451.0,No,Loam,Yes,High,3500001
Land_1578,6 of october,452.0,No,Loam,Yes,High,3500002
Land_1579,6 of october,453.0,No,Loam,Yes,High,3500003
Land_1580,6 of october,454.0,No,Loam,Yes,High,3500004
Land_1581,6 of october,455.0,No,Loam,Yes,High,3500005
Land_1582,6 of october,456.0,No,Loam,Yes,High,3500006
Land_1583,6 of october,457.0,No,Loam,Yes,High,3500007
Land_1584,6 of october,458.0,No,Loam,Yes,High,3500008
Land_1585,6 of october,459.0,No,Loam,Yes,High,3500009
Land_1586,6 of october,460.0,No,Loam,Yes,High,3500010
Land_1587,6 of october,461.0,No,Loam,Yes,High,3500011
Land_1588,6 of october,462.0,No,Loam,Yes,High,3500012
Land_1589,6 of october,463.0,No,Loam,Yes,High,3500013
Land_1590,6 of october,464.0,No,Loam,Yes,High,3500014
Land_1591,6 of october,465.0,No,Loam,Yes,High,3500015
Land_1592,6 of october,466.0,No,Loam,Yes,High,3500016
Land_1593,6 of october,467.0,No,Loam,Yes,High,3500017
Land_1594,6 of october,468.0,No,Loam,Yes,High,3500018
Land_1595,6 of october,469.0,No,Loam,Yes,High,3500019
Land_1596,6 of october,470.0,No,Loam,Yes,High,3500020
Land_1597,6 of october,400.0,No,Gravel,Yes,High,5550000
Land_1598,6 of october,401.0,No,Gravel,Yes,High,5550001
Land_1599,6 of october,402.0,No,Gravel,Yes,High,5550002
Land_1600,6 of october,403.0,No,Gravel,Yes,High,5550003
Land_1601,6 of october,404.0,No,Gravel,Yes,High,5550004
Land_1602,6 of october,405.0,No,Gravel,Yes,High,5550005
Land_1603,6 of october,406.0,No,Gravel,Yes,High,5550006
Land_1604,6 of october,407.0,No,Gravel,Yes,High,5550007
Land_1605,6 of october,408.0,No,Gravel,Yes,High,5550008
Land_1606,6 of october,409.0,No,Gravel,Yes,High,5550009
Land_1607,6 of october,410.0,No,Gravel,Yes,High,5550010
Land_1608,6 of october,411.0,No,Gravel,Yes,High,5550011
Land_1609,6 of october,412.0,No,Gravel,Yes,High,5550012
Land_1610,6 of october,413.0,No,Gravel,Yes,High,5550013
Land_1611,6 of october,414.0,No,Gravel,Yes,High,5550014
Land_1612,6 of october,415.0,No,Gravel,Yes,High,5550015
Land_1613,6 of october,416.0,No,Gravel,Yes,High,5550016
Land_1614,6 of october,417.0,No,Gravel,Yes,High,5550017
Land_1615,6 of october,418.0,No,Gravel,Yes,High,5550018
Land_1616,6 of october,419.0,No,Gravel,Yes,High,5550019
Land_1617,6 of october,420.0,No,Gravel,Yes,High,5550020
Land_1618,6 of october,288.0,Yes,Loam,No,Medium,25000000
Land_1619,6 of october,289.0,Yes,Loam,No,Medium,25000001
Land_1620,6 of october,290.0,Yes,Loam,No,Medium,25000002
Land_1621,6 of october,291.0,Yes,Loam,No,Medium,25000003
Land_1622,6 of october,292.0,Yes,Loam,No,Medium,25000004
Land_1623,6 of october,293.0,Yes,Loam,No,Medium,25000005
Land_1624,6 of october,294.0,Yes,Loam,No,Medium,25000006
Land_1625,6 of october,295.0,Yes,Loam,No,Medium,25000007
Land_1626,6 of october,296.0,Yes,Loam,No,Medium,25000008
Land_1627,6 of october,297.0,Yes,Loam,No,Medium,25000009
